week_ending,observed_deaths,edition_year,is_final,source_filename
2018-01-05,12723,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-01-12,15050,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-01-19,14256,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-01-26,13935,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-02-02,13285,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-02-09,12495,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-02-16,12246,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-02-23,12142,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-03-02,10854,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-03-09,12997,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-03-16,12788,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-03-23,11913,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-03-30,9941,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-04-06,10794,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-04-13,12301,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-04-20,11223,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-04-27,10306,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-05-04,10153,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-05-11,8624,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-05-18,10141,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-05-25,9636,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-06-01,8147,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-06-08,9950,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-06-15,9343,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-06-22,9256,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-06-29,9212,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-07-06,9258,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-07-13,9293,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-07-20,9127,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-07-27,9141,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-08-03,9161,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-08-10,9319,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-08-17,8830,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-08-24,8978,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-08-31,7865,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-09-07,9445,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-09-14,9191,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-09-21,9305,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-09-28,9150,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-10-05,9503,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-10-12,9649,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
2018-10-19,9864,2018,False,2018_publishedweek522018withupdatedrespiratoryrow.xls
