year,sex,age_band,icd_chapter_code,icd_chapter_name,place,deaths
2015,All people,45-64,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-NHS hospices,90
2015,All people,45-64,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-NHS hospitals,0
2015,All people,45-64,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-local authority care homes,315
2015,All people,45-64,G00 to G99,Chapter 6 - Diseases of the nervous system,Other communal establishments,38
2015,All people,45-64,G00 to G99,Chapter 6 - Diseases of the nervous system,Private homes,520
2015,All people,45-64,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,All places,3
2015,All people,45-64,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Elsewhere,0
2015,All people,45-64,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Local authority care homes,0
2015,All people,45-64,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,NHS hospices,0
2015,All people,45-64,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,NHS hospitals,2
2015,All people,45-64,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-NHS hospices,0
2015,All people,45-64,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-NHS hospitals,0
2015,All people,45-64,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-local authority care homes,0
2015,All people,45-64,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Other communal establishments,0
2015,All people,45-64,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Private homes,1
2015,All people,45-64,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,All places,5
2015,All people,45-64,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Elsewhere,0
2015,All people,45-64,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Local authority care homes,0
2015,All people,45-64,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,NHS hospices,0
2015,All people,45-64,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,NHS hospitals,4
2015,All people,45-64,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-NHS hospices,0
2015,All people,45-64,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-NHS hospitals,0
2015,All people,45-64,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-local authority care homes,0
2015,All people,45-64,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Other communal establishments,0
2015,All people,45-64,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Private homes,1
2015,All people,45-64,I00 to I99,Chapter 9 - Diseases of the circulatory system,All places,13973
2015,All people,45-64,I00 to I99,Chapter 9 - Diseases of the circulatory system,Elsewhere,981
2015,All people,45-64,I00 to I99,Chapter 9 - Diseases of the circulatory system,Local authority care homes,8
2015,All people,45-64,I00 to I99,Chapter 9 - Diseases of the circulatory system,NHS hospices,6
2015,All people,45-64,I00 to I99,Chapter 9 - Diseases of the circulatory system,NHS hospitals,6821
2015,All people,45-64,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-NHS hospices,46
2015,All people,45-64,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-NHS hospitals,8
2015,All people,45-64,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-local authority care homes,209
2015,All people,45-64,I00 to I99,Chapter 9 - Diseases of the circulatory system,Other communal establishments,50
2015,All people,45-64,I00 to I99,Chapter 9 - Diseases of the circulatory system,Private homes,5844
2015,All people,45-64,J00 to J99,Chapter 10 - Diseases of the respiratory system,All places,4945
2015,All people,45-64,J00 to J99,Chapter 10 - Diseases of the respiratory system,Elsewhere,72
2015,All people,45-64,J00 to J99,Chapter 10 - Diseases of the respiratory system,Local authority care homes,5
2015,All people,45-64,J00 to J99,Chapter 10 - Diseases of the respiratory system,NHS hospices,9
2015,All people,45-64,J00 to J99,Chapter 10 - Diseases of the respiratory system,NHS hospitals,3115
2015,All people,45-64,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-NHS hospices,75
2015,All people,45-64,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-NHS hospitals,5
2015,All people,45-64,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-local authority care homes,131
2015,All people,45-64,J00 to J99,Chapter 10 - Diseases of the respiratory system,Other communal establishments,25
2015,All people,45-64,J00 to J99,Chapter 10 - Diseases of the respiratory system,Private homes,1508
2015,All people,45-64,K00 to K93,Chapter 11 - Diseases of the digestive system,All places,5600
2015,All people,45-64,K00 to K93,Chapter 11 - Diseases of the digestive system,Elsewhere,64
2015,All people,45-64,K00 to K93,Chapter 11 - Diseases of the digestive system,Local authority care homes,3
2015,All people,45-64,K00 to K93,Chapter 11 - Diseases of the digestive system,NHS hospices,4
2015,All people,45-64,K00 to K93,Chapter 11 - Diseases of the digestive system,NHS hospitals,3957
2015,All people,45-64,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-NHS hospices,63
2015,All people,45-64,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-NHS hospitals,4
2015,All people,45-64,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-local authority care homes,85
2015,All people,45-64,K00 to K93,Chapter 11 - Diseases of the digestive system,Other communal establishments,6
2015,All people,45-64,K00 to K93,Chapter 11 - Diseases of the digestive system,Private homes,1414
2015,All people,45-64,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,All places,148
2015,All people,45-64,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Elsewhere,2
2015,All people,45-64,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Local authority care homes,0
2015,All people,45-64,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,NHS hospices,0
2015,All people,45-64,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,NHS hospitals,132
2015,All people,45-64,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-NHS hospices,1
2015,All people,45-64,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-NHS hospitals,0
2015,All people,45-64,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-local authority care homes,2
2015,All people,45-64,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Other communal establishments,1
2015,All people,45-64,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Private homes,10
2015,All people,45-64,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,All places,335
2015,All people,45-64,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Elsewhere,2
2015,All people,45-64,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Local authority care homes,0
2015,All people,45-64,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,NHS hospices,1
2015,All people,45-64,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,NHS hospitals,284
2015,All people,45-64,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-NHS hospices,7
2015,All people,45-64,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-NHS hospitals,0
2015,All people,45-64,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-local authority care homes,7
2015,All people,45-64,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Other communal establishments,1
2015,All people,45-64,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Private homes,33
2015,All people,45-64,N00 to N99,Chapter 14 - Diseases of the genitourinary system,All places,393
2015,All people,45-64,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Elsewhere,4
2015,All people,45-64,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Local authority care homes,3
2015,All people,45-64,N00 to N99,Chapter 14 - Diseases of the genitourinary system,NHS hospices,3
2015,All people,45-64,N00 to N99,Chapter 14 - Diseases of the genitourinary system,NHS hospitals,281
2015,All people,45-64,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-NHS hospices,4
2015,All people,45-64,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-NHS hospitals,0
2015,All people,45-64,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-local authority care homes,15
2015,All people,45-64,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Other communal establishments,2
2015,All people,45-64,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Private homes,81
2015,All people,45-64,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",All places,2
2015,All people,45-64,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Elsewhere,0
2015,All people,45-64,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Local authority care homes,0
2015,All people,45-64,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",NHS hospices,0
2015,All people,45-64,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",NHS hospitals,2
2015,All people,45-64,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-NHS hospices,0
2015,All people,45-64,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-NHS hospitals,0
2015,All people,45-64,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-local authority care homes,0
2015,All people,45-64,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Other communal establishments,0
2015,All people,45-64,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Private homes,0
2015,All people,45-64,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,All places,0
2015,All people,45-64,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Elsewhere,0
2015,All people,45-64,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Local authority care homes,0
2015,All people,45-64,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,NHS hospices,0
2015,All people,45-64,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,NHS hospitals,0
2015,All people,45-64,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-NHS hospices,0
2015,All people,45-64,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-NHS hospitals,0
2015,All people,45-64,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-local authority care homes,0
2015,All people,45-64,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Other communal establishments,0
2015,All people,45-64,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Private homes,0
2015,All people,45-64,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",All places,421
2015,All people,45-64,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Elsewhere,4
2015,All people,45-64,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Local authority care homes,2
2015,All people,45-64,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",NHS hospices,0
2015,All people,45-64,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",NHS hospitals,209
2015,All people,45-64,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-NHS hospices,7
2015,All people,45-64,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-NHS hospitals,0
2015,All people,45-64,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-local authority care homes,62
2015,All people,45-64,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Other communal establishments,33
2015,All people,45-64,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Private homes,104
2015,All people,45-64,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",All places,474
2015,All people,45-64,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Elsewhere,32
2015,All people,45-64,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Local authority care homes,0
2015,All people,45-64,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NHS hospices,0
2015,All people,45-64,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NHS hospitals,43
2015,All people,45-64,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-NHS hospices,0
2015,All people,45-64,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-NHS hospitals,0
2015,All people,45-64,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-local authority care homes,1
2015,All people,45-64,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other communal establishments,0
2015,All people,45-64,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Private homes,398
2015,All people,45-64,U00 to U85,Chapter 22 - Codes for special purposes,All places,0
2015,All people,45-64,U00 to U85,Chapter 22 - Codes for special purposes,Elsewhere,0
2015,All people,45-64,U00 to U85,Chapter 22 - Codes for special purposes,Local authority care homes,0
2015,All people,45-64,U00 to U85,Chapter 22 - Codes for special purposes,NHS hospices,0
2015,All people,45-64,U00 to U85,Chapter 22 - Codes for special purposes,NHS hospitals,0
2015,All people,45-64,U00 to U85,Chapter 22 - Codes for special purposes,Non-NHS hospices,0
